"id","pobre"
"d37e711f022558a84a529b24",0
"aeb8de9176879992b83bd4e2",0
"e9b5c68953b291776b529a01",0
"55d34eaf6a8cc5d7c83e9e39",0
"177be19e5faa71a7de4f9bbb",0
"78995156b0807779982e2e19",0
"5dd13aeb75e32791439cccaf",0
"3a0c6a421f37455ec8f98b3c",0
"6911c29ea6f3b619edb27429",0
"7b6421f064514a86bc3b8d39",0
"b0a4c4268776690297d1551f",0
"26fbc9043fc169cb4aaa4087",0
"c1c629c79b6b7175038c89e2",0
"f452d75062a24a8af308cf14",0
"98a3ef8090859b2429d20633",0
"6cb1fa14c52766775f07a2d7",0
"47cafb0c3ae24a2dd1280648",0
"4d6ba0d8a43a4ada2042d994",0
"8f641fc237a075b592e4180e",0
"7516e488014709d993ade61e",0
"925306c894e1f4c0ddc4899b",0
"c37f44f3fa2a9ed3777c111e",0
"e402dcd5e95f3a767a1aa6a7",0
"c24a0e44bbdf578c9daad610",0
"bc90558882f09c55d1939a20",0
"37d8e00a8697cdc71207a5c0",0
"8847a09025ce7bf479d4865c",0
"c80e660011e88e15df0c7958",0
"2585aecbf49f5002cea08fd1",0
"c2ed48f5067d47c30f143a43",0
"b7ca101863ef168871c3b196",0
"0c4f88b379867e9a725fffd2",0
"3d9961b0c97dcc10f77cae47",0
"ec0fcccf11056804aef19d2a",0
"0534a049797c466d94afcbc7",0
"9e6280f9713d2f60633a2703",0
"3cc86f19fb9480ca541d18bb",0
"5a591339a7d990546a189698",0
"5ce24c22293114120e74cb6f",0
"c995933e1bac3ab09b947e0e",0
"ca45dddcef1c2241a43e726e",0
"84831f65f5ca4a0b04ac3bd4",0
"16efe5303ad2e0d7aafa8605",0
"06c0756371153b34e04e09bf",0
"76468a8883da71110842a729",1
"fcd98eec48d0a5961b7ccf0d",0
"7bf047d05c4cd67efc9d34d5",0
"a94c23db2d458f053ffaeec7",0
"bcd530a1b20899488cbbedf7",0
"fc48c16685c197f32e4c5273",0
"a477e6f6a4eae33393b34a24",0
"d76a822d35e912452b2c4af7",0
"bfe32be9980d9c86925dcd20",0
"ed5d6ea3e2c28ca186844dd1",0
"2735520fec579c13a57acdae",0
"7cc94144b6dbd1e277bebae5",0
"8aed2d3ee2cfd5748112fe43",0
"0f1b7b1451ac0e9826545e4f",0
"2a03d48868a45b4488a33231",0
"6166a56455a1e3af67189e83",0
"c94879b1f96041a44cb2a617",0
"ed79062def14fad403b8f0a3",0
"40b535f0e081c847f9dd5b53",0
"61fa74ecb5c40d41af75520d",0
"217af0331c6d5a16b9cccda2",0
"03e94cb0b43aedd57a3c27c7",1
"b01546969ef0ce24b20b56d1",0
"abcf172620855365e4a0215f",0
"bf4682a2fe51597517288ce1",0
"634273752b9f7546667b7bc7",0
"541ba1d8186c234340562a57",0
"f8174264f8f1d0947336ae7a",0
"e87f9d88d03ccbde2f3b6cf7",0
"15451804d233ced30b95807c",1
"f044aa2eacffe2b77073df52",0
"85736e520ffb658891d9de14",0
"aae51dca6a4e16ea3fddd4b9",0
"70bd3bdeca910eb9f2625bcf",0
"79518d6c03f29f0a0ff454ae",1
"0b14d4c3e029a7900612d3a5",0
"bdbcef1ae35c28e89dda7237",0
"8a8f0e316c1663c48332e115",0
"f7618f5b7a35a2bd5fbdd493",0
"51e50603d4f1980c721f249a",0
"13930e6540a75862abedc137",0
"f6dd5c5507f9f39e3ba0d9ee",0
"575247fafbd711d6efc43088",0
"6406dc237d6c9f024a5b11a9",0
"1a7a4ea9984013b8a7764349",0
"ba0f3b4d590d6607970a0f94",0
"7f5b8fd977d5585fcaf5ce3d",0
"bbc09be5f2c1c8c523eefea8",0
"297d68e7459f76d26da28825",0
"0212b80134d17fe65f8f71ed",0
"a6d240f6301d8e9afb0f10af",0
"bed8f7c985b89d656c7edb14",0
"633b960239faaeda22f7ba77",0
"fb994d9180a4cb42c8d9b4c1",0
"cf73a73aa80d116064766478",0
"4681f7d562efcd01f7495224",0
"253e6ec6cdeb79b53828d7b1",0
"b5b8ad407519b5bb8277fb41",0
"e98ddb75850582ad00a26063",0
"4ca0e5a6c7c92be5184f3723",0
"5996ba41aec5c8c04f770aa9",0
"4ad797dd9f69d9eaac7d41cb",0
"ddd1dee16e9788b1ce6dae15",0
"c7d1d6ff3d280d3e1ec4078d",0
"503ce673850f0e3c246de209",0
"7b482d01b95f15e1935d86c4",0
"42c25da86c7a15946cb6c966",0
"a12bf6df4ddba123c95415fb",0
"bbca7a359c6ab564043876f8",0
"301e846369664407765e3f4a",0
"fbba9a26dfabe0e3a789e359",0
"8b2c15b74e5eecd8e8c5754a",0
"8e97f2bb81958b8bdba6635c",0
"a50d07cbf62337e18f62d424",0
"bc6889a9b0f0a460b2e4843e",0
"fc6ba3fc0abd95142544bf1c",0
"1ad5ed0596e427564032fb1f",0
"ee830b4d48c90b2e4c99eaff",0
"895df5e8df018537c5df7e17",0
"760d994e7b16a3433ef4a768",0
"2a79834760ad07846e8e7a51",0
"0b41e796397f554296a39eca",0
"d567ef701bc9c4c993570092",0
"72bbbfbee7f0e14fb06b6321",0
"e04d5fa45ce88719228c60e0",0
"3c70b966a37ff6e832ad8a8d",0
"a4a73089d45b86812ad7cfb6",0
"5d5d07f8f6c6028e4f0cec92",1
"c8185fd7bb227f9b80674148",0
"f5cb3be631961fcb0d39ea63",0
"d86f05108deeca1424d6d665",0
"8c0d8143f175bd6d3b5eea91",0
"646feaaafc91b83f9ddb9cea",0
"8cd6fd451cbd5a6c7f3c6aa3",0
"2d6fd545cf29cb724ad8c454",0
"f140a38889a0080fb7a93a04",0
"9022b02b57876f54c2f8a653",0
"105226d9154f74d0fcb0f20e",0
"1cc605bdd1b0a65ae624989f",0
"cd05a926850bcb3e5e00741b",0
"aaa8e78a92300b3e19882d22",0
"da65059ce537e45e5b5ff30b",0
"01470c0d4a89a3393d9e2e7d",0
"4d7e9f2ca09602a58617400c",0
"627ee258f01432c578ea243c",0
"7175182572e1aace8cfc05b2",0
"73ad206744da4b7ef6ec0f15",0
"0dbff70360a6338c6153be1f",1
"4f8083fc15065f299709887c",0
"bbc5be4495a94e39e3eadfd1",0
"66089c08e931f3625d3bac84",1
"fab5df828e7d67b0c4feaeff",1
"bf0e950a429fb32c3989beb9",0
"91f87cb3ca9972b16a7cf7ee",0
"dc4ba7fab420fb22f1475cea",0
"633e0b2ddd020c8ce9428aaf",0
"0248854bebb0cd3b57883705",0
"5a11cdbe30da2784d83828d2",0
"59a2d9d6a996a508bbfad555",1
"905e95d8fa53029656b9c932",0
"cd587f634e7fccb97cc000f8",0
"bd8620f14e2b573143b6be26",0
"2f0d9e23704be0bd49c16446",0
"2343effbbbe78ec0ff6437e2",0
"431d2636c73531736f8ce200",0
"70777bee9cc15ddb0549d576",0
"27cf7ac4b9bb7867d073d05d",0
"97c6f1c626ddd184ac9f74c0",0
"817ed7bd5b114d9d6efe813b",0
"5e8d041fdd8e29ccfc99028a",0
"7cccd115255d475b703c7eb3",0
"9b3e7ee4a01170dada8f81bf",0
"c0c4a919fb702d3beeed3b85",0
"71812fcec18bb88bd2fab86d",0
"659b873c650776f4642eb62e",0
"c79770a27edad6c3f1abc132",0
"db32c9be42d3b7670fe95913",0
"2eeee85d7e9fd56cfb9a1067",0
"20c6c6858bd2149c5ee4e87e",0
"63d1e2f9c6dc114ef14b55e8",0
"688311655c637b054857334e",0
"de4b0d08c0607301b6aa98c8",0
"214f82e3b54b2481adde761f",0
"a437f035e7d991307e3ae44b",0
"03ee318208d3e30ca390edba",0
"60007bc50fed3e191e94b378",0
"6113106dabd262ca89bf4805",0
"8c4625795fba94a3a8ddc5a5",0
"304fab427bdacfb805d29563",0
"4c3b24ac4b21e58506935352",1
"cad99062e581ea745c63f2b7",0
"1964a07bb5220864f77267b9",0
"0f6a1b4aa01d5a127ad596bd",0
"f4a4bca98f806857cc5f812f",0
"efbc84cf3f8fe4dbc69fd049",0
"c86d8f7f3429567808a51f78",0
"b14330c8e25eab3dbc9ab675",0
"ac448b8d73be4102a6656ddc",0
"d55677f303d00b3bee48e2b8",0
"cb56669c7f1c560b50aeb00d",0
"193df82b6c649a6fd36a26a3",0
"5b7f2ce767e2c1a88235c0fc",1
"67d39ef6ad5026abcdedd0f7",0
"13835a5f0ba12610c1b61c1e",0
"a0c0ea3ed0326e64841b9af5",0
"387090cd7fbf2c8674e7d98d",0
"658e7a1469651adde04e2bb9",0
"371323bbee1a4e3db240b798",0
"9a673155347dd4244bdff06d",0
"af6ad4d3398804a8569e1946",0
"35162e16cde8277a19401001",0
"4809a771c6002a29da9b2cbc",0
"8113655ab00611254b0cfb1a",0
"bd3f5861bc896634b3ff811f",0
"135fe27995c902314c8c4d8a",1
"83200481d5f40ccdb9f0cc76",0
"a9a9169f3b3ec5ce2741b08c",0
"daec07ac3df3537728ba1420",1
"640c9072a3cfa9489615a26b",1
"571b4ec53fbacbe03154da6e",0
"8de5b345f6b0ecbce50f0dcc",0
"8ff13a7173926cdeb524c7dd",0
"f5f3e58997b1bd42693a9945",1
"043d07b035cde703157e208e",0
"9854f16204d26a5faeae1321",0
"e1670fd6fa6cc551f39c55a2",0
"010484a2a09afb90f5758e51",0
"5958ab8809ee0b34b4f7200f",0
